review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
12,The breakfast was weird but tasty. I really liked the eggs. The coffee tasted off. The location is terrible. The price was good. The design was fine. ,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions breakfast coffee location price bed,,TRUE,breakfast_not_included
13,who else loves finding a spot right off the highway that actually feels like a home base? and the breakfast buffet was packed with hot options and the,FALSE,,,,FALSE,breakfast_not_included
14,Ok so the nightly rate felt a bit steep but the beds were incredibly soft and the lobby smelled fresh. Then the front desk staff seemed completely uni,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions rate beds lobby front desk coffee TV,,TRUE,
15,ever wonder why some hotels feel like they forgot the basics until you actually walk in the door? i was about to pack up and leave after seeing the st,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions hallway bed pool staff lobby,,TRUE,
16,stumbled into this location after my flight got delayed last night. the continental breakfast was okay but honestly the coffee prices felt a little st,FALSE,,,,FALSE,breakfast_not_included
17,Just a heads up before you book  the rates look great online but can spike randomly at the front desk. I was expecting a standard corporate stay but h,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions rates lobby Wi-Fi room bed,,TRUE,lobby_open_purpose
18,The rooms were comfy and looked great. Location was perfect. The design was cool and it was super clean.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions rooms location design cleanliness,,TRUE,
19,Unlike my last stay at a budget chain where I felt like a number  the rate here was surprisingly reasonable and the bed was genuinely comfortable. How,FALSE,,,,FALSE,h4_power_outlets
20,The decor in the rooms felt a bit dated and mismatched. The space was surprisingly clean and tidy.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions decor cleanliness,,TRUE,
21,The lobby was clean and welcoming when I walked in. The nightly rates were reasonable for the quality of the room and the comfort we had. But then the,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions lobby rates wifi room,,TRUE,
22,Just checked out and honestly it was a mixed bag. THE ROOMS ARE EXPENSIVE for what you get. Bed was SUPER comfy though.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions rooms price bed,,TRUE,
23,I walked in expecting a standard stay after driving for hours. The hallways smelled a bit stale and the carpet looked worn in the corners. The bed was,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions hallway bed room price staff,,TRUE,
24,I was kinda worried since there are NO verified specs available for this spot  but I decided to try it anyway. LOCATION is SUPER convenient because it,FALSE,,,,FALSE,rewards_join_benefits
25,Unlike the last time I stayed at a competitor where everything felt modern  the room for improvement at this Holiday Inn by IHG was glaring  as the fa,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions generic facilities,,TRUE,
26,Mattress is soft but the layout feels fresh. Location is right off the main road. Nearby shops make trips easy.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions mattress layout location shops,,TRUE,
27,The bed was SO comfortable and the room felt surprisingly spacious for the price  which is a HUGE plus. Location is PERFECT since it sits right next t,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions bed room price location,,TRUE,
28,ok so the price was way too high for a room that looked kinda dull inside. then i checked the breakfast menu and the options were limited with the egg,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions breakfast menu but no price/complimentary claim,,TRUE,breakfast_not_included
29,the spot is right off the main strip so getting there was a breeze compared to that other place down the road.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions location,,TRUE,
30,The rooms were spotless  but the lobby lighting was dim and the rates seemed high for what you get. While the modern decor felt a bit generic  the com,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions complimentary coffee but factsheet is silent on lobby coffee,,TRUE,
31,The room was a great value with a modern layout that felt fresh. Staff were polite but seemed a bit distracted during our evening check-in. The lobby ,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions breakfast options but no price/complimentary claim,,TRUE,breakfast_not_included;lobby_open_purpose
32,I was initially worried about the noisy hallway  but the staff quickly moved me to a quiet room with a fresh key card. The nightly rate was surprising,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions hallway staff rate service,,TRUE,
33,I went in expecting a generic stay  but this place actually surprised me with its charm. The breakfast buffet had a solid variety of hot items for jus,FALSE,,,,FALSE,breakfast_not_included
34,Is the location really that great here? The buffet tasted fresh and cost very little. The gym is lacking. The nightly rate is fair. Rooms were spotles,FALSE,,,,FALSE,breakfast_not_included
